utc_timestamp,FR_temperature,FR_radiation_direct_horizontal,FR_radiation_diffuse_horizontal
2015-01-14T20:00:00Z,5.76,0,0
2015-01-14T21:00:00Z,5.945,0,0
2015-01-14T22:00:00Z,6.099,0,0
2015-01-14T23:00:00Z,6.243,0,0
2015-01-15T00:00:00Z,6.289,0,0
2015-01-15T01:00:00Z,6.219,0,0
2015-01-15T02:00:00Z,6.119,0,0
2015-01-15T03:00:00Z,6.125,0,0
2015-01-15T04:00:00Z,6.17,0,0
2015-01-15T05:00:00Z,6.228,0,0
2015-01-15T06:00:00Z,6.314,0.00051417488655,0.00768582511345
2015-01-15T07:00:00Z,6.49,0.458349314274,7.83225068573
2015-01-15T08:00:00Z,7.18,2.49377687147,44.6382231285
2015-01-15T09:00:00Z,7.952,6.33225579641,89.2968442036
2015-01-15T10:00:00Z,8.696,11.7490148213,127.713285179
2015-01-15T11:00:00Z,9.37,16.7717742904,150.07932571
2015-01-15T12:00:00Z,9.842,19.1995872131,152.388912787
2015-01-15T13:00:00Z,9.934,15.0658830746,128.933216925
2015-01-15T14:00:00Z,9.637,7.65214102372,85.2810589763
2015-01-15T15:00:00Z,8.867,1.76169619921,31.4599038008
2015-01-15T16:00:00Z,7.965,0.0501195915883,1.35598040841
2015-01-15T17:00:00Z,7.478,0,0
2015-01-15T18:00:00Z,7.098,0,0
2015-01-15T19:00:00Z,6.783,0,0
2015-01-15T20:00:00Z,6.54,0,0
2015-01-15T21:00:00Z,6.353,0,0
2015-01-15T22:00:00Z,6.172,0,0
2015-01-15T23:00:00Z,6.015,0,0
2015-01-16T00:00:00Z,5.868,0,0
2015-01-16T01:00:00Z,5.733,0,0
2015-01-16T02:00:00Z,5.603,0,0
2015-01-16T03:00:00Z,5.427,0,0
2015-01-16T04:00:00Z,5.296,0,0
2015-01-16T05:00:00Z,5.145,0,0
2015-01-16T06:00:00Z,5.02,0.000188941490507,0.00621105850949
2015-01-16T07:00:00Z,4.973,0.144934077304,5.3603659227
2015-01-16T08:00:00Z,5.379,1.65753417506,40.6319658249
2015-01-16T09:00:00Z,5.906,5.06297139598,86.049928604
2015-01-16T10:00:00Z,6.432,9.64159923628,124.227100764
2015-01-16T11:00:00Z,6.879,14.6117311335,149.049968866
2015-01-16T12:00:00Z,7.111,15.7397159586,148.877084041
2015-01-16T13:00:00Z,7.112,14.5091117635,131.191088237
2015-01-16T14:00:00Z,6.731,7.10039153454,85.8924084655
2015-01-16T15:00:00Z,5.641,1.48959505781,31.0968049422
2015-01-16T16:00:00Z,4.589,0.0296009826093,1.16449901739
2015-01-16T17:00:00Z,4.187,0,0
2015-01-16T18:00:00Z,3.903,0,0
2015-01-16T19:00:00Z,3.694,0,0
2015-01-16T20:00:00Z,3.478,0,0
2015-01-16T21:00:00Z,3.203,0,0
2015-01-16T22:00:00Z,2.971,0,0
2015-01-16T23:00:00Z,2.74,0,0
2015-01-17T00:00:00Z,2.517,0,0
2015-01-17T01:00:00Z,2.278,0,0
2015-01-17T02:00:00Z,1.992,0,0
2015-01-17T03:00:00Z,1.733,0,0
2015-01-17T04:00:00Z,1.426,0,0
2015-01-17T05:00:00Z,1.154,0,0
2015-01-17T06:00:00Z,0.941,0.000670459193227,0.00982954080677
2015-01-17T07:00:00Z,0.831,0.498784304224,7.96531569578
2015-01-17T08:00:00Z,1.376,6.96603827648,57.1958617235
2015-01-17T09:00:00Z,2.431,26.9175342391,115.049465761
2015-01-17T10:00:00Z,3.498,58.1522381122,153.196361888
2015-01-17T11:00:00Z,4.394,88.253063616,166.377736384
2015-01-17T12:00:00Z,5.026,109.062107052,157.912992948
2015-01-17T13:00:00Z,5.284,92.5970342315,136.756265768
2015-01-17T14:00:00Z,5.06,50.8698824929,102.370517507
2015-01-17T15:00:00Z,3.638,9.69195753002,45.60274247
2015-01-17T16:00:00Z,1.877,0.100419399009,1.72438060099
2015-01-17T17:00:00Z,1.457,0,0
2015-01-17T18:00:00Z,1.194,0,0
2015-01-17T19:00:00Z,0.956,0,0
2015-01-17T20:00:00Z,0.798,0,0
2015-01-17T21:00:00Z,0.77,0,0
2015-01-17T22:00:00Z,0.701,0,0
2015-01-17T23:00:00Z,0.594,0,0
2015-01-18T00:00:00Z,0.473,0,0
2015-01-18T01:00:00Z,0.415,0,0
2015-01-18T02:00:00Z,0.368,0,0
2015-01-18T03:00:00Z,0.293,0,0
2015-01-18T04:00:00Z,0.197,0,0
2015-01-18T05:00:00Z,0.148,0,0
2015-01-18T06:00:00Z,0.101,0.00161867397869,0.0139813260213
2015-01-18T07:00:00Z,0.184,1.47215995771,11.2609400423
2015-01-18T08:00:00Z,1.065,10.4328100141,62.3411899859
2015-01-18T09:00:00Z,2.15,37.6392901739,119.614709826
2015-01-18T10:00:00Z,3.44,73.3619391217,153.784460878
2015-01-18T11:00:00Z,4.46,94.0491072985,167.537392701
2015-01-18T12:00:00Z,5.069,88.2116691574,165.645230843
2015-01-18T13:00:00Z,5.261,56.0443930082,145.939006992
2015-01-18T14:00:00Z,4.921,22.2966150671,101.690384933
2015-01-18T15:00:00Z,3.598,3.69104255976,38.7260574402
2015-01-18T16:00:00Z,2.322,0.0653890028408,1.61151099716
2015-01-18T17:00:00Z,1.93,0,0
2015-01-18T18:00:00Z,1.611,0,0
2015-01-18T19:00:00Z,1.321,0,0
2015-01-18T20:00:00Z,1.09,0,0
2015-01-18T21:00:00Z,0.882,0,0
2015-01-18T22:00:00Z,0.696,0,0
2015-01-18T23:00:00Z,0.566,0,0
2015-01-19T00:00:00Z,0.52,0,0
2015-01-19T01:00:00Z,0.511,0,0
2015-01-19T02:00:00Z,0.501,0,0
2015-01-19T03:00:00Z,0.467,0,0
2015-01-19T04:00:00Z,0.449,0,0
2015-01-19T05:00:00Z,0.4,0,0
2015-01-19T06:00:00Z,0.306,0.000544291047043,0.012355708953
2015-01-19T07:00:00Z,0.325,0.24963196126,7.00816803874
2015-01-19T08:00:00Z,1.076,3.28065510491,50.7534448951
2015-01-19T09:00:00Z,1.985,12.3866783347,107.436921665
2015-01-19T10:00:00Z,2.85,27.8484816653,153.412118335
2015-01-19T11:00:00Z,3.5,39.9402030804,175.02919692
2015-01-19T12:00:00Z,3.861,40.7034148108,172.656685189
2015-01-19T13:00:00Z,3.922,28.1885158039,145.754284196
2015-01-19T14:00:00Z,3.631,13.0169816983,98.0356183017
2015-01-19T15:00:00Z,2.741,2.91764195229,38.6276580477
2015-01-19T16:00:00Z,1.569,0.0953039741978,2.1076960258
2015-01-19T17:00:00Z,1.215,0,0
2015-01-19T18:00:00Z,0.985,0,0
2015-01-19T19:00:00Z,0.77,0,0
2015-01-19T20:00:00Z,0.597,0,0
2015-01-19T21:00:00Z,0.424,0,0
2015-01-19T22:00:00Z,0.234,0,0
2015-01-19T23:00:00Z,0.091,0,0
2015-01-20T00:00:00Z,0.034,0,0
2015-01-20T01:00:00Z,-0.016,0,0
2015-01-20T02:00:00Z,-0.091,0,0
2015-01-20T03:00:00Z,-0.231,0,0
2015-01-20T04:00:00Z,-0.345,0,0
2015-01-20T05:00:00Z,-0.478,0,0
2015-01-20T06:00:00Z,-0.624,0.000232615945982,0.00856738405402
2015-01-20T07:00:00Z,-0.667,0.67073843624,10.1410615638
2015-01-20T08:00:00Z,0.213,10.0567206954,65.2195793046
2015-01-20T09:00:00Z,1.344,36.1597253213,122.717074679
2015-01-20T10:00:00Z,2.473,73.8622687714,158.019131229
2015-01-20T11:00:00Z,3.264,94.54988702,171.90971298
2015-01-20T12:00:00Z,3.628,87.544114591,169.610585409
2015-01-20T13:00:00Z,3.665,64.5073705637,149.364929436
2015-01-20T14:00:00Z,3.309,29.7320263098,107.71077369
2015-01-20T15:00:00Z,1.919,5.65046635318,44.8206336468
2015-01-20T16:00:00Z,0.356,0.122478845208,2.30292115479
2015-01-20T17:00:00Z,-0.127,0,0
2015-01-20T18:00:00Z,-0.368,0,0
2015-01-20T19:00:00Z,-0.52,0,0
2015-01-20T20:00:00Z,-0.607,0,0
2015-01-20T21:00:00Z,-0.69,0,0
2015-01-20T22:00:00Z,-0.795,0,0
2015-01-20T23:00:00Z,-0.896,0,0
2015-01-21T00:00:00Z,-0.975,0,0
2015-01-21T01:00:00Z,-1.007,0,0
2015-01-21T02:00:00Z,-1.012,0,0
2015-01-21T03:00:00Z,-1.021,0,0
2015-01-21T04:00:00Z,-1.02,0,0
2015-01-21T05:00:00Z,-1.015,0,0
2015-01-21T06:00:00Z,-1.016,0.000155025757701,0.0077449742423
2015-01-21T07:00:00Z,-0.877,0.639717114711,10.8235828853
2015-01-21T08:00:00Z,0.099,6.56237935846,62.0250206415
2015-01-21T09:00:00Z,1.308,21.5197737948,120.489526205
2015-01-21T10:00:00Z,2.448,38.6998432643,160.870556736
2015-01-21T11:00:00Z,3.328,50.1732516555,180.036348345
2015-01-21T12:00:00Z,3.86,47.8683463643,176.509953636
2015-01-21T13:00:00Z,4.024,33.9652071829,150.613092817
2015-01-21T14:00:00Z,3.719,17.1351939485,104.636306052
2015-01-21T15:00:00Z,2.342,3.89163041128,43.4753695887
2015-01-21T16:00:00Z,0.756,0.0697999610272,2.02790003897
2015-01-21T17:00:00Z,0.314,0,0
2015-01-21T18:00:00Z,0.033,0,0
2015-01-21T19:00:00Z,-0.213,0,0
2015-01-21T20:00:00Z,-0.386,0,0
